"Note","Course","Module","Clip","Time in Clip","URL"
"#Important!!\nalert(""Hello World""); -> Muestra solo boton de ok!\nconfirm(""I love JavaScript""); -> Muestra boton de ok y de Cancelar!!!!","Quick Start to JavaScript: Volume 1","Quick Start to JavaScript: Volume 1","Hello World: Writing Your First JavaScript","6:54","https://app.pluralsight.com/player?course=quick-start-javascript-1-1870&author=susan-simkins&name=quick-start-javascript-1-1870-m2&clip=1&mode=live&start=414.822915&noteid=90ff378f-c169-432e-9dbc-16a5031a4aab"
